sgRNA	Gene	Low_1	Low_2	Low_3	High_1	High_2	High_3
AKIRIN2_-_88411464.23-P1P2|AKIRIN2_+_88411936.23-P1P2	AKIRIN2	694	790	488	1089	409	993
NKX2-6_-_23563674.23-P1P2|NKX2-6_-_23564085.23-P1P2	NKX2-6	484	474	753	632	516	1204
TRPA1_+_72987929.23-P1P2|TRPA1_-_72987798.23-P1P2	TRPA1	1488	1156	2171	599	1376	1095
ZMYM4_-_35734695.23-P1P2|ZMYM4_-_35734690.23-P1P2	ZMYM4	1304	3171	1318	2199	1136	2159
DNAJC4_+_63998245.23-P1P2|DNAJC4_-_63998049.23-P1P2	DNAJC4	2034	1206	2189	1460	1763	2430
GTPBP4_-_1034422.23-P1P2|GTPBP4_+_1034604.23-P1P2	GTPBP4	114	0	1	0	0	300
XPOT_+_64798775.23-P1P2|XPOT_-_64798750.23-P1P2	XPOT	427	2371	178	3246	682	3312
PCK2_+_24563556.23-P1P2|PCK2_+_24563732.23-P1P2	PCK2	1003	557	510	126	764	1224
PIGS_-_26898506.23-P1|PIGS_+_26898474.23-P1	PIGS	1140	1367	1041	947	615	1253
non-targeting_02716|non-targeting_00915	negative_control	1072	1149	1864	1630	1447	1149
KCTD10_-_109915112.23-P1P2|KCTD10_+_109915092.23-P1P2	KCTD10	613	1398	2279	1010	1353	1356
MRPL40_+_19420075.23-P1P2|MRPL40_+_19420084.23-P1P2	MRPL40	465	752	320	646	288	734
ARFIP2_+_6502528.23-P1P2|ARFIP2_+_6502522.23-P1P2	ARFIP2	307	1606	999	684	435	1548
UGT1A3_-_234638149.23-P1P2|UGT1A3_-_234637727.23-P1P2	UGT1A3	752	723	1029	942	538	737
OSGEP_-_20922986.23-P1P2|OSGEP_-_20922972.23-P1P2	OSGEP	319	3022	549	2405	228	3003
C11orf54_-_93474869.23-P1P2|C11orf54_-_93474844.23-P1P2	C11orf54	423	1772	723	937	220	21
SMG7_+_183441690.23-P1P2|SMG7_-_183441636.23-P1P2	SMG7	787	2774	560	2206	609	3041
TPTE2_+_20110856.23-ENST00000382977.4|TPTE2_-_20110867.23-ENST00000382977.4	TPTE2	1943	1698	2267	738	1886	1580
UBA1_+_47050450.23-P2|UBA1_-_47050478.23-P2	UBA1	824	1309	496	1145	719	736
CTAGE5_+_39736600.23-P1P2|CTAGE5_+_39736597.23-P1P2	CTAGE5	350	3048	568	261	137	2587
KIAA0391_+_35591777.23-P1P2|KIAA0391_+_35591884.23-P1P2	KIAA0391	813	521	478	207	355	309
UBQLN3_+_5531150.23-P1P2|UBQLN3_+_5531173.23-P1P2	UBQLN3	3113	4058	5591	3405	4243	5625
MPND_-_4343619.23-P1P2|MPND_-_4343572.23-P1P2	MPND	511	1087	137	135	438	741
non-targeting_00024|non-targeting_03061	negative_control	851	708	863	527	405	722
EPB41_+_29213858.23-P1|EPB41_-_29213691.23-P1	EPB41	3318	1940	4584	3172	2410	3027
RALYL_+_85095554.23-P1P2|RALYL_+_85095566.23-P1P2	RALYL	1847	2294	2677	3676	1109	2609
TMEM129_+_1722882.23-P1P2|TMEM129_-_1722815.23-P1P2	TMEM129	771	871	882	407	938	1303
CYBA_-_88717422.23-P1P2|CYBA_+_88717402.23-P1P2	CYBA	1048	1320	1449	1376	806	1310
GSTCD_+_106632063.23-P1P2|GSTCD_+_106631978.23-P1P2	GSTCD	586	753	1090	474	733	1544
GDF11_+_56137091.23-P1P2|GDF11_+_56136961.23-P1P2	GDF11	377	1613	552	1546	32	3323
METTL15_-_28131851.23-P1|METTL15_-_28131869.23-P1	METTL15	1783	1337	1623	1685	1289	990
LOC729159_-_60393648.23-NM_001282301|LOC729159_-_60393447.23-NM_001282301	LOC729159	4146	2780	5705	3715	4051	3657
EYA1_+_72268949.23-P1|EYA1_+_72268946.23-P1	EYA1	2586	3098	2785	2702	3450	2136
ZNF775_-_150076447.23-P1P2|ZNF775_+_150076436.23-P1P2	ZNF775	1398	2169	1954	2418	523	3050
CAPZB_-_19812015.23-P1P2|CAPZB_-_19811972.23-P1P2	CAPZB	125	10	142	371	768	479
ENOSF1_+_712611.23-P1P2|ENOSF1_-_712631.23-P1P2	ENOSF1	1269	1047	1392	1340	903	1083
RBBP6_+_24550948.23-P1P2|RBBP6_+_24550884.23-P1P2	RBBP6	490	203	355	0	325	307
DAP3_-_155658904.23-P1P2|DAP3_-_155658930.23-P1P2	DAP3	298	1762	186	1106	130	582
PP2D1_-_20053716.23-P1P2|PP2D1_+_20053721.23-P1P2	PP2D1	1524	1995	2080	2375	1312	1203
EIF6_+_33872338.23-P1P2|EIF6_+_33872401.23-P1P2	EIF6	814	3516	535	2687	974	3375
UTP6_-_30228710.23-P1P2|UTP6_-_30228722.23-P1P2	UTP6	198	3	345	315	106	184
PTDSS1_+_97274138.23-P1P2|PTDSS1_+_97274156.23-P1P2	PTDSS1	1841	1467	1635	1834	1129	1720
LZTR1_-_21336663.23-P1P2|LZTR1_-_21336686.23-P1P2	LZTR1	1257	2769	1324	2837	1220	3402
ZNRD1_+_30029087.23-P1P2|ZNRD1_-_30029063.23-P1P2	ZNRD1	644	761	306	2032	454	1703
PFKL_-_45725095.23-P2|PFKL_-_45725083.23-P2	PFKL	534	2368	559	3147	265	2990
ZNF41_-_47342102.23-P1P2|ZNF41_+_47342326.23-P1P2	ZNF41	777	728	1134	686	366	1018
MAPK14_+_35995582.23-P1P2|MAPK14_-_35995742.23-P1P2	MAPK14	1520	2455	2641	2290	1643	2899
NEUROD6_+_31380285.23-P1P2|NEUROD6_+_31380357.23-P1P2	NEUROD6	994	1166	1554	646	992	2161
OXTR_-_8811262.23-P1P2|OXTR_+_8811249.23-P1P2	OXTR	1135	2018	2303	785	1788	1397
MINPP1_+_89264692.23-P1P2|MINPP1_+_89264602.23-P1P2	MINPP1	188	7	193	155	1	187
COQ4_-_131085196.23-P1P2|COQ4_+_131085154.23-P1P2	COQ4	1131	689	1541	1954	1387	814
MRPS16_+_75012360.23-P1P2|MRPS16_-_75012367.23-P1P2	MRPS16	204	778	771	515	318	420
DUSP3_-_41856293.23-P1P2|DUSP3_-_41856343.23-P1P2	DUSP3	1018	5584	1784	7806	938	7249
MED10_-_6378270.23-P1P2|MED10_-_6378376.23-P1P2	MED10	224	206	147	1	91	75
FOXO1_-_41240393.23-P1P2|FOXO1_-_41240729.23-P1P2	FOXO1	433	251	602	152	129	414
KEAP1_-_10613269.23-P1P2|KEAP1_-_10613538.23-P1P2	KEAP1	1893	8909	2872	5205	1644	9935
TRIP13_+_893079.23-P1P2|TRIP13_-_893070.23-P1P2	TRIP13	910	1314	975	1093	1150	782
NFKBIA_-_35872450.23-P2|NFKBIA_+_35872420.23-P2	NFKBIA	892	1432	901	1352	862	1097
ANKRA2_+_72861001.23-P1P2|ANKRA2_-_72861459.23-P1P2	ANKRA2	763	639	650	362	990	1154
YIF1A_+_66056534.23-P1P2|YIF1A_-_66056552.23-P1P2	YIF1A	2326	2743	1941	2228	1553	3796
P2RY2_-_72929358.23-P1P2|P2RY2_-_72929642.23-P1P2	P2RY2	2073	5274	3232	2590	1919	4316
EIF5B_-_99953906.23-P1P2|EIF5B_-_99953921.23-P1P2	EIF5B	192	5831	671	5088	327	4579
WDHD1_-_55493772.23-P1P2|WDHD1_-_55493748.23-P1P2	WDHD1	671	438	1169	942	388	1159
DDO_-_110736711.23-P1P2|DDO_+_110736714.23-P1P2	DDO	985	627	1070	2227	620	2394
ORC5_+_103848420.23-P1P2|ORC5_+_103848434.23-P1P2	ORC5	1004	1373	1370	1275	943	931
PCP2_+_7698414.23-P1P2|PCP2_-_7698424.23-P1P2	PCP2	822	1034	1804	574	716	1769
C12orf73_-_104350953.23-P1|C12orf73_-_104350938.23-P1	C12orf73	588	1408	2244	802	810	12
WDR64_-_241815621.23-P1P2|WDR64_+_241815633.23-P1P2	WDR64	1366	1377	767	476	1069	436
NDUFA5_-_123197695.23-P1P2|NDUFA5_+_123197681.23-P1P2	NDUFA5	173	2	515	2	839	313
LPA_-_161084950.23-P1P2|LPA_+_161084930.23-P1P2	LPA	1515	1702	2019	2155	1719	2801
USHBP1_+_17375478.23-P1P2|USHBP1_-_17375512.23-P1P2	USHBP1	1762	1602	1413	568	1844	1891
LIPN_+_90519952.23-P1P2|LIPN_-_90519863.23-P1P2	LIPN	2869	2005	3929	2063	2171	3528
NOL8_+_95087581.23-P1P2|NOL8_+_95087456.23-P1P2	NOL8	86	123	2	553	0	197
IMPA2_-_11981574.23-P1P2|IMPA2_-_11981539.23-P1P2	IMPA2	935	1457	2505	925	1098	1155
BIRC3_-_102188258.23-P1P2|BIRC3_-_102188220.23-P1P2	BIRC3	4230	4071	3414	2618	4718	3427
DDX31_+_135545808.23-P1P2|DDX31_-_135545310.23-P1P2	DDX31	732	2291	705	3005	1095	2067
UROD_-_45477940.23-P1P2|UROD_-_45477955.23-P1P2	UROD	1094	8533	2790	7955	958	7639
ORAOV1_+_69490047.23-P1P2|ORAOV1_-_69490100.23-P1P2	ORAOV1	292	4459	434	3617	508	4101
SLC7A4_-_21386412.23-P1P2|SLC7A4_+_21386834.23-P1P2	SLC7A4	477	4016	805	1211	175	3410
ECM2_-_95298235.23-P1P2|ECM2_-_95298046.23-P1P2	ECM2	1599	1174	2112	1147	1219	1019
ATXN2_-_112037110.23-P1P2|ATXN2_-_112037103.23-P1P2	ATXN2	958	1437	810	1317	602	2008
TIGD1_-_233415185.23-P1P2|TIGD1_-_233415192.23-P1P2	TIGD1	1479	2484	1441	2052	1300	2531
ATP11B_+_182511382.23-P1P2|ATP11B_-_182511533.23-P1P2	ATP11B	744	3	382	942	137	443
MCMBP_-_121632467.23-P1P2|MCMBP_+_121632370.23-P1P2	MCMBP	964	1749	1005	1940	977	3572
DHX33_-_5372196.23-P1P2|DHX33_-_5371956.23-P1P2	DHX33	890	955	2449	2596	1048	1669
ST7_-_116593571.23-P1P2|ST7_-_116593597.23-P1P2	ST7	2234	1719	2491	2447	2640	1486
TARS_+_33441121.23-P1P2|TARS_+_33441139.23-P1P2	TARS	91	129	159	6	133	88
TXNRD3_+_126373930.23-P1P2|TXNRD3_-_126373917.23-P1P2	TXNRD3	693	759	902	620	564	489
PLA2G2C_+_20501498.23-P1P2|PLA2G2C_-_20501518.23-P1P2	PLA2G2C	1198	924	1633	1142	585	729
ANO2_-_6054389.23-P1P2|ANO2_+_6054306.23-P1P2	ANO2	399	1204	1069	2365	727	1209
SUV39H1_-_48555181.23-P1P2|SUV39H1_-_48555178.23-P1P2	SUV39H1	387	958	349	452	32	715
MRPL10_-_45908834.23-P1P2|MRPL10_-_45908914.23-P1P2	MRPL10	285	480	98	139	829	462
XRN2_+_21284193.23-P1P2|XRN2_+_21284031.23-P1P2	XRN2	761	392	815	966	1484	1578
NGFRAP1_-_102631535.23-P1P2|NGFRAP1_-_102631584.23-P1P2	NGFRAP1	1835	1676	3619	1887	2216	2736
PLXNA3_-_153694788.23-P2|PLXNA3_-_153694799.23-P2	PLXNA3	1763	1341	3694	2489	1748	2950
HIRIP3_-_30007588.23-P1P2|HIRIP3_-_30007611.23-P1P2	HIRIP3	2387	2698	3379	4010	3307	2479
PAAF1_+_73588075.23-P1P2|PAAF1_+_73588485.23-P1P2	PAAF1	627	574	613	325	668	713
ACSS2_-_33464845.23-P1P2|ACSS2_-_33464420.23-P1P2	ACSS2	618	1214	121	869	645	773
METTL23_+_74722914.23-P1P2|METTL23_+_74722937.23-P1P2	METTL23	3135	3948	5056	5232	4226	5557
SOGA3_+_127837160.23-P1P2|SOGA3_-_127837103.23-P1P2	SOGA3	904	3263	896	2577	661	2414
MRPL22_-_154320698.23-P1P2|MRPL22_-_154320703.23-P1P2	MRPL22	153	307	0	261	1	127
TRMT2B_+_100307058.23-P1P2|TRMT2B_+_100307067.23-P1P2	TRMT2B	530	459	857	538	981	830
TM2D1_-_62190776.23-P1P2|TM2D1_+_62190743.23-P1P2	TM2D1	735	4144	1207	3112	1679	4809
UVSSA_+_1341452.23-P1P2|UVSSA_+_1341437.23-P1P2	UVSSA	654	3063	1105	2158	281	2335
NCBP1_+_100396123.23-P1P2|NCBP1_+_100396100.23-P1P2	NCBP1	698	282	749	1571	282	766
CSTF3_+_33183038.23-P1P2|CSTF3_-_33182802.23-P1P2	CSTF3	146	225	1	599	2	451
EXOC6_-_94608253.23-P1P2|EXOC6_+_94608385.23-P1P2	EXOC6	1267	979	2206	2077	1853	1570
OR5M9_+_56230810.23-ENST00000279791.1|OR5M9_-_56230841.23-ENST00000279791.1	OR5M9	431	468	690	128	741	416
DGAT1_-_145550519.23-P1P2|DGAT1_+_145550456.23-P1P2	DGAT1	967	2014	672	2343	498	2557
MTBP_-_121457707.23-P1P2|MTBP_-_121457873.23-P1P2	MTBP	88	0	0	0	0	0
MRPS18C_-_84377162.23-P1P2|MRPS18C_-_84377330.23-P1P2	MRPS18C	231	244	585	235	1	481
GTF2H5_+_158589422.23-P1P2|GTF2H5_-_158589434.23-P1P2	GTF2H5	103	435	1	414	2	99
LOC728637_-_131281296.23-P1P2|LOC728637_-_131281282.23-P1P2	LOC728637	3214	3332	4452	1810	3605	3296
EPS8L1_-_55587259.23-P1|EPS8L1_-_55587300.23-P1	EPS8L1	1400	1792	916	1602	1444	3611
ZNF786_+_148787725.23-P1P2|ZNF786_+_148787728.23-P1P2	ZNF786	520	1069	494	1080	388	1490
NCOA7_-_126112123.23-P1P2|NCOA7_+_126112103.23-P1P2	NCOA7	1351	1706	1270	867	1002	1405
PDE6C_+_95372343.23-P1P2|PDE6C_+_95372354.23-P1P2	PDE6C	1543	845	1307	648	1314	955
PHLPP2_-_71757374.23-P1P2|PHLPP2_-_71757772.23-P1P2	PHLPP2	672	975	278	1116	205	764
non-targeting_02567|non-targeting_02708	negative_control	1293	1246	1465	376	853	273
FCHO1_-_17858592.23-P1P2|FCHO1_-_17858589.23-P1P2	FCHO1	1871	2772	2468	2978	2186	4015
NUP133_-_229644034.23-P1P2|NUP133_-_229644064.23-P1P2	NUP133	252	0	0	0	287	0
SSX3_-_48216123.23-P1P2|SSX3_-_48215949.23-P1P2	SSX3	1689	549	1879	1107	646	1137
ALS2_+_202645584.23-P1P2|ALS2_-_202645613.23-P1P2	ALS2	446	1200	861	1139	886	639
RPS12_-_133135705.23-P1P2|RPS12_-_133135766.23-P1P2	RPS12	121	1245	569	466	101	892
MB_-_36013372.23-P1P2|MB_-_36013357.23-P1P2	MB	913	426	1105	263	293	440
MRTO4_+_19578634.23-P1P2|MRTO4_-_19578535.23-P1P2	MRTO4	211	2047	7	1562	645	1296
PLSCR5_+_146322995.23-P1P2|PLSCR5_-_146323026.23-P1P2	PLSCR5	1574	1455	1740	635	2138	1656
PIDD_-_805106.23-P2|PIDD_-_805100.23-P2	PIDD	1134	1465	885	1373	899	1644
CRLF3_+_29151659.23-P1P2|CRLF3_+_29151703.23-P1P2	CRLF3	952	1747	2010	1821	1934	2578
GFM1_-_158362387.23-P1P2|GFM1_+_158362379.23-P1P2	GFM1	1455	1528	1293	1479	1433	1433
SERF2_+_44084560.23-P1|SERF2_+_44084578.23-P1	SERF2	279	11	774	6	386	0
RPL36A_-_100646038.23-P1P2|RPL36A_-_100646053.23-P1P2	RPL36A	1388	4261	2608	4245	1025	4536
DEPDC4_+_100660814.23-P1P2|DEPDC4_-_100660794.23-P1P2	DEPDC4	1142	4473	2431	4229	1667	5088
UNC5B_+_72972705.23-P1P2|UNC5B_-_72972355.23-P1P2	UNC5B	246	2	0	0	256	89
NEUROD2_-_37763998.23-P1P2|NEUROD2_-_37764227.23-P1P2	NEUROD2	1107	381	1838	443	999	478
CIT_-_120314748.23-P1P2|CIT_+_120315103.23-P1P2	CIT	219	1052	578	1305	612	1579
AP1S2_-_15872939.23-P1P2|AP1S2_-_15872932.23-P1P2	AP1S2	478	1394	1762	731	553	1036
VPS35_+_46723052.23-P1P2|VPS35_+_46723041.23-P1P2	VPS35	288	2925	519	1365	355	1965
ESR1_+_152011744.23-P1|ESR1_-_152011728.23-P1	ESR1	655	1534	1914	660	749	1549
CHN2_-_29234422.23-P1|CHN2_-_29234419.23-P1	CHN2	1473	1758	1450	3677	2072	3288
SEMA4A_-_156123614.23-P1P2|SEMA4A_+_156124336.23-P1P2	SEMA4A	977	1235	577	1567	241	812
NCAPG_-_17812596.23-P1P2|NCAPG_-_17812684.23-P1P2	NCAPG	61	223	235	409	2	274
TGFB1I1_+_31483507.23-P1P2|TGFB1I1_-_31483522.23-P1P2	TGFB1I1	865	1750	849	1574	698	2308
S100P_-_6695684.23-P1P2|S100P_+_6695657.23-P1P2	S100P	1179	1785	2737	1743	1114	1573
DLAT_-_111896155.23-P1P2|DLAT_+_111896625.23-P1P2	DLAT	519	1302	734	814	363	1626
EXOSC7_-_45017818.23-P1P2|EXOSC7_-_45017841.23-P1P2	EXOSC7	821	551	2529	627	881	285
OR6B1_+_143701074.23-ENST00000408922.2|OR6B1_-_143701092.23-ENST00000408922.2	OR6B1	1243	1706	1393	1426	1629	1622
KIF1B_-_10270941.23-P1P2|KIF1B_-_10270652.23-P1P2	KIF1B	622	2122	1219	2015	556	2625
FASTKD2_+_207630347.23-P1P2|FASTKD2_-_207630378.23-P1P2	FASTKD2	276	317	485	128	251	230
CBX3_-_26241397.23-P1P2|CBX3_+_26241360.23-P1P2	CBX3	308	7	324	378	220	602
BCLAF1_+_136610935.23-P1P2|BCLAF1_-_136610528.23-P1P2	BCLAF1	2123	1236	2805	1178	2100	1272
TWSG1_-_9334887.23-P1P2|TWSG1_+_9335226.23-P1P2	TWSG1	160	2	1	276	388	112
SIN3B_-_16940250.23-P1P2|SIN3B_+_16940544.23-P1P2	SIN3B	752	851	811	1732	142	1411
AGPAT4_+_161694832.23-P1P2|AGPAT4_-_161695108.23-P1P2	AGPAT4	679	7833	886	6407	436	7716
STAB1_+_52529438.23-P1P2|STAB1_+_52529356.23-P1P2	STAB1	169	230	160	2	133	1
AIP_+_67250544.23-P1P2|AIP_-_67250576.23-P1P2	AIP	890	1007	2447	960	804	1968
LILRB4_-_55174474.23-P1|LILRB4_+_55174483.23-P1	LILRB4	683	1081	651	1374	106	1284
LENG1_+_54663463.23-P1P2|LENG1_-_54663420.23-P1P2	LENG1	61	224	2	755	100	713
DDOST_+_20987846.23-P1P2|DDOST_-_20987605.23-P1P2	DDOST	1177	558	1447	9	771	772
LFNG_-_2559444.23-P1P2|LFNG_-_2559433.23-P1P2	LFNG	673	2092	1198	1359	675	752
EIF3A_+_120840264.23-P1P2|EIF3A_-_120840274.23-P1P2	EIF3A	222	140	1	2	131	199
APBA1_+_72287177.23-P1P2|APBA1_+_72287235.23-P1P2	APBA1	212	1427	5	406	129	847
ISM2_+_77964894.23-P1P2|ISM2_-_77965118.23-P1P2	ISM2	130	38	3	654	1	517
MPL_+_43803554.23-P1P2|MPL_-_43803490.23-P1P2	MPL	449	880	256	1049	156	117
GNB2L1_+_180670882.23-P1P2|GNB2L1_+_180670873.23-P1P2	GNB2L1	483	1111	344	1253	128	1449
OR51A7_+_4928666.23-ENST00000359350.4|OR51A7_+_4928825.23-ENST00000359350.4	OR51A7	378	1371	521	834	552	2072
NAP1L2_+_72434621.23-P1P2|NAP1L2_-_72434613.23-P1P2	NAP1L2	190	930	364	1148	7	3173
RELL2_+_141016732.23-P1P2|RELL2_-_141016558.23-P1P2	RELL2	427	556	166	744	236	642
non-targeting_00910|non-targeting_03208	negative_control	2706	1373	2485	2141	2401	2044
UCHL3_-_76123998.23-P1P2|UCHL3_+_76124326.23-P1P2	UCHL3	514	1532	766	999	789	1508
DCHS2_-_155312234.23-ENST00000357232.4|DCHS2_-_155312198.23-ENST00000357232.4	DCHS2	1589	1647	3226	1895	1319	2048
SLC46A1_+_26732799.23-P1P2|SLC46A1_-_26733166.23-P1P2	SLC46A1	341	1766	244	1352	332	2858
LAMTOR5_-_110950282.23-P1P2|LAMTOR5_-_110950231.23-P1P2	LAMTOR5	1299	1410	1186	2479	1911	2164
MRPS27_+_71616011.23-P1P2|MRPS27_-_71615981.23-P1P2	MRPS27	262	285	378	800	560	448
ATP6V1E1_+_18111483.23-P1P2|ATP6V1E1_-_18111500.23-P1P2	ATP6V1E1	191	879	6	265	230	985
LIPJ_-_90346531.23-P1P2|LIPJ_-_90346598.23-P1P2	LIPJ	1260	1434	784	2243	626	1155
TMEM229B_-_67982129.23-P1|TMEM229B_+_67981683.23-P1	TMEM229B	279	2510	711	2172	144	2807
KMT2B_-_36211198.23-P2|KMT2B_+_36211136.23-P2	KMT2B	1940	5127	2057	3288	1459	3269
EIF3I_-_32688045.23-P1P2|EIF3I_+_32688206.23-P1P2	EIF3I	240	395	294	343	90	15
DDX42_+_61851679.23-P1P2|DDX42_-_61851682.23-P1P2	DDX42	2270	1309	2767	1059	1625	1485
ATP2A2_+_110719114.23-P1P2|ATP2A2_+_110719087.23-P1P2	ATP2A2	243	3067	1056	4895	310	4338
SIAE_-_124543567.23-P1P2|SIAE_-_124543594.23-P1P2	SIAE	1513	2022	2081	974	1319	1852
PTHLH_+_28122895.23-P2|PTHLH_-_28122833.23-P2	PTHLH	1755	1416	1740	2477	2418	1744
PCDHGB2_-_140739601.23-P1P2|PCDHGB2_+_140739630.23-P1P2	PCDHGB2	1615	1976	3307	1964	1713	1367
CCDC43_+_42767083.23-P1P2|CCDC43_+_42767071.23-P1P2	CCDC43	1904	3876	1592	3616	985	4278
SWI5_+_131038732.23-P1P2|SWI5_+_131038965.23-P1P2	SWI5	545	1302	1353	659	745	1917
QARS_-_49142149.23-P1P2|QARS_-_49142355.23-P1P2	QARS	132	1	154	1	325	0
SDC2_+_97506104.23-P1P2|SDC2_+_97506079.23-P1P2	SDC2	1075	391	486	997	645	741
DCXR_+_79995505.23-P1P2|DCXR_-_79995562.23-P1P2	DCXR	369	112	175	534	185	344
RGS18_-_192127699.23-P1P2|RGS18_-_192127724.23-P1P2	RGS18	1561	1452	1468	2108	1422	1500
non-targeting_02883|non-targeting_03575	negative_control	1513	617	1568	753	1243	1542
SPIN1_+_91003746.23-P1P2|SPIN1_-_91003353.23-P1P2	SPIN1	580	483	844	1096	537	475
NDUFS2_-_161172178.23-P1P2|NDUFS2_-_161172181.23-P1P2	NDUFS2	243	129	1	264	259	450
ERCC2_+_45873802.23-P1P2|ERCC2_+_45873591.23-P1P2	ERCC2	241	748	357	933	236	526
non-targeting_01923|non-targeting_01156	negative_control	1965	1638	741	1835	1713	1856
DMP1_-_88571461.23-P1P2|DMP1_+_88571489.23-P1P2	DMP1	1462	671	1922	1251	915	846
KRTAP5-9_-_71259490.23-ENST00000528743.2|KRTAP5-9_-_71259509.23-ENST00000528743.2	KRTAP5-9	1962	2298	2157	1710	2003	1626
ITGA6_-_173292387.23-P1P2|ITGA6_+_173292798.23-P1P2	ITGA6	402	1078	827	695	1097	1144
FGFR1OP_+_167413231.23-P1P2|FGFR1OP_-_167412853.23-P1P2	FGFR1OP	285	274	143	199	382	3
IPO7_-_9406180.23-P1P2|IPO7_-_9406168.23-P1P2	IPO7	1463	2459	1793	2599	936	3255
non-targeting_00632|non-targeting_01620	negative_control	420	204	717	225	583	188
THG1L_-_157158658.23-P1P2|THG1L_-_157158472.23-P1P2	THG1L	501	463	1114	848	517	1776
GOSR2_-_45000519.23-P1P2|GOSR2_-_45000934.23-P1P2	GOSR2	309	734	246	1097	294	1183
ANKRD34A_-_145472547.23-P1|ANKRD34A_+_145472473.23-P1	ANKRD34A	1308	3331	1884	2715	1400	3341
MRPS5_+_95787523.23-P1P2|MRPS5_-_95787528.23-P1P2	MRPS5	418	272	539	547	292	949
MED6_+_71067331.23-P1P2|MED6_+_71067347.23-P1P2	MED6	207	226	0	267	1	398
LLGL2_-_73554331.23-P2|LLGL2_+_73553980.23-P2	LLGL2	851	352	1301	1350	528	1151
FBXL7_-_15500494.23-P1P2|FBXL7_-_15500716.23-P1P2	FBXL7	807	860	4	954	145	431
APH1A_-_150241347.23-P1P2|APH1A_+_150241051.23-P1P2	APH1A	970	2251	1792	2184	738	2590
NGFR_-_47573040.23-P1P2|NGFR_-_47572694.23-P1P2	NGFR	1279	724	1999	1416	1767	1032
FAM117B_+_203499807.23-P1P2|FAM117B_+_203499777.23-P1P2	FAM117B	247	0	0	2	3	192
DKC1_-_153991190.23-P1P2|DKC1_-_153991174.23-P1P2	DKC1	606	690	835	958	191	1269
CCT6B_+_33288381.23-P1P2|CCT6B_-_33288429.23-P1P2	CCT6B	543	819	1766	1346	514	614
OR13C4_-_107289263.23-ENST00000277216.3|OR13C4_+_107289434.23-ENST00000277216.3	OR13C4	3114	2115	3929	1654	2931	2739
MRPS25_-_15106759.23-P1P2|MRPS25_+_15106771.23-P1P2	MRPS25	205	133	565	456	54	338
MRPS11_-_89010986.23-P1P2|MRPS11_-_89010934.23-P1P2	MRPS11	201	340	425	295	296	2
NDUFA9_+_4758248.23-ENST00000266544.5|NDUFA9_+_4758311.23-ENST00000266544.5	NDUFA9	229	2	146	403	191	6
SERPINB10_+_61575245.23-P1P2|SERPINB10_-_61575263.23-P1P2	SERPINB10	1148	1148	1664	719	1322	1170
GBA2_-_35749008.23-P1P2|GBA2_+_35748959.23-P1P2	GBA2	1532	4982	1645	2164	1313	4041
PPP1R10_-_30584296.23-P1P2|PPP1R10_-_30585037.23-P1P2	PPP1R10	204	2	166	0	87	84
AGBL5_+_27274578.23-P1|AGBL5_+_27274969.23-P1	AGBL5	6	129	231	0	2	261
TSSC1_+_3381524.23-P1P2|TSSC1_-_3381187.23-P1P2	TSSC1	469	1968	525	1621	414	2267
DET1_+_89089814.23-P1P2|DET1_+_89089844.23-P1P2	DET1	1153	812	1409	1168	1391	888
EXOSC8_-_37574969.23-P1P2|EXOSC8_-_37574976.23-P1P2	EXOSC8	403	423	159	745	530	313
CYP2C9_-_96698706.23-P1P2|CYP2C9_+_96698676.23-P1P2	CYP2C9	1239	1178	3488	1453	1046	1171
POLR3C_+_145610846.23-P1P2|POLR3C_+_145610906.23-P1P2	POLR3C	644	3567	1288	2808	760	3807
DLST_-_75348827.23-P1P2|DLST_+_75348636.23-P1P2	DLST	41	368	297	511	113	2
CYB561D2_+_50388320.23-P1P2|CYB561D2_-_50388333.23-P1P2	CYB561D2	600	3879	376	5165	946	5055
MYCBP_-_39338779.23-P1P2|MYCBP_+_39338845.23-P1P2	MYCBP	989	1213	839	1391	577	1686
SREBF1_-_17739874.23-P1|SREBF1_+_17740225.23-P1	SREBF1	205	565	356	464	416	606
TRAPPC8_-_29523060.23-P1P2|TRAPPC8_+_29523066.23-P1P2	TRAPPC8	591	1115	571	607	755	1132
CCDC7_+_32735097.23-P1P2|CCDC7_-_32735124.23-P1P2	CCDC7	464	301	498	372	370	417
PROSER2_-_11865412.23-P1P2|PROSER2_+_11865445.23-P1P2	PROSER2	239	115	8	2	208	235
non-targeting_00709|non-targeting_03400	negative_control	1351	2507	2184	2100	1051	2179
DXO_-_31939765.23-P1P2|DXO_+_31939726.23-P1P2	DXO	1667	1608	1999	1663	1956	2137
ARPC4_-_9834808.23-P1P2|ARPC4_-_9834275.23-P1P2	ARPC4	115	24	560	141	123	397
SMC1A_-_53449606.23-P1P2|SMC1A_+_53449593.23-P1P2	SMC1A	302	2128	736	1683	154	1209
ECD_-_74927732.23-P1P2|ECD_-_74927754.23-P1P2	ECD	367	1210	734	1831	1222	1202
TP53I13_+_27895798.23-P1P2|TP53I13_+_27895788.23-P1P2	TP53I13	761	109	790	717	572	1245
non-targeting_00958|non-targeting_00482	negative_control	1333	1475	1599	1936	1778	1496
ITPK1_-_93582180.23-P1P2|ITPK1_-_93581609.23-P1P2	ITPK1	418	660	314	537	21	1081
SAP30BP_+_73663509.23-P1P2|SAP30BP_-_73663445.23-P1P2	SAP30BP	164	2	374	347	327	270
